variety,planting_date,days_to_harvest,head_weight_kg,head_diameter_cm,soil_ph,irrigation_liters_week,pest_present,fertilizer_type,quality_grade
Белокочанная,2025-01-13,129,3.42,16.7,6.34,15.5,False,Минеральное,A
Пекинская,2024-07-07,52,1.17,9.9,5.73,19.5,False,Без удобрений,B
Брюссельская,2024-09-06,123,0.97,7.9,6.95,11.0,False,Минеральное,A
Брокколи,2025-03-19,88,0.98,13.7,6.79,4.8,True,Биоудобрение,D
Белокочанная,2026-05-23,103,3.37,25.2,5.77,12.5,False,Комплексное,A
Пекинская,2025-06-08,66,1.04,17.9,6.69,11.1,False,Комплексное,A
Кольраби,2026-04-30,59,0.91,9.9,6.52,9.9,False,Минеральное,A
Краснокочанная,2024-10-19,124,1.84,16.8,7.54,14.0,False,Органическое,B
Савойская,2025-04-12,100,1.07,19.1,7.17,16.6,True,Комплексное,C
Белокочанная,2026-05-29,100,1.67,16.5,6.48,7.0,False,Органическое,B
Савойская,2025-09-05,122,1.39,21.5,7.46,6.9,False,Биоудобрение,C
Кольраби,2025-01-24,76,0.46,11.1,5.53,13.1,False,Минеральное,B
Брокколи,2024-07-22,77,0.86,10.8,5.55,16.0,False,Биоудобрение,C
Пекинская,2025-02-22,57,0.73,10.0,5.37,16.1,False,Органическое,B
Краснокочанная,2025-08-16,119,2.92,18.4,5.95,17.5,False,Комплексное,A
Цветная,2024-12-04,99,1.55,20.3,7.48,20.4,False,Комплексное,B
Брюссельская,2024-10-17,105,1.28,7.6,6.45,18.5,False,Комплексное,A
Брокколи,2024-04-28,76,1.31,12.6,6.73,15.1,False,Органическое,A
Цветная,2024-05-25,100,1.76,12.5,5.23,11.9,False,Органическое,B
Брокколи,2025-11-12,66,1.26,10.8,6.45,16.5,False,Минеральное,A
Брокколи,2026-06-13,96,1.64,10.9,6.14,12.9,False,Комплексное,A
Брокколи,2026-01-15,79,1.62,18.0,7.38,13.5,False,Органическое,A
Брюссельская,2025-03-03,93,0.64,7.2,7.16,7.0,False,Минеральное,A
Савойская,2024-10-01,106,2.6,22.8,6.54,16.8,False,Комплексное,A
Пекинская,2025-01-19,76,1.23,15.4,7.19,18.1,False,Органическое,B
Кольраби,2025-02-23,60,0.32,9.6,6.01,9.5,True,Органическое,C
Брюссельская,2026-04-14,132,0.96,5.7,6.54,15.4,True,Без удобрений,C
Цветная,2025-08-28,88,1.74,21.6,6.05,15.6,False,Комплексное,A
Белокочанная,2024-11-07,104,2.37,17.7,6.52,11.4,False,Комплексное,A
Белокочанная,2024-12-29,126,3.71,16.2,5.78,18.5,False,Минеральное,B
Брокколи,2025-12-03,83,1.51,13.2,6.58,16.2,False,Комплексное,A
Пекинская,2025-01-22,60,1.55,15.1,6.5,18.4,False,Комплексное,A
Кольраби,2025-08-31,90,0.98,8.8,5.95,14.9,False,Комплексное,B
Кольраби,2025-11-24,83,0.66,7.0,6.25,11.8,False,Без удобрений,B
Савойская,2024-05-05,96,2.19,18.5,6.84,18.8,False,Биоудобрение,A
Брокколи,2024-10-07,92,1.65,11.4,6.79,10.7,False,Органическое,A
Цветная,2024-03-07,76,1.63,16.8,7.53,19.3,False,Комплексное,B
Пекинская,2025-11-06,56,0.71,8.9,7.06,20.6,True,Биоудобрение,D
Брокколи,2026-06-03,82,0.59,12.4,6.18,12.3,False,Без удобрений,B
Брюссельская,2025-04-16,101,0.69,3.7,5.68,9.6,True,Минеральное,C
Белокочанная,2026-01-29,114,1.88,21.6,6.1,18.0,False,Без удобрений,A
Краснокочанная,2024-08-24,144,3.01,20.4,5.65,11.2,False,Органическое,B
Савойская,2025-08-02,108,1.94,14.5,5.56,13.4,True,Минеральное,C
Савойская,2025-10-26,116,2.71,22.1,6.44,16.8,False,Биоудобрение,A
Кольраби,2024-06-28,90,0.35,8.9,6.8,15.8,True,Биоудобрение,C
Кольраби,2026-06-09,61,0.84,9.0,7.22,9.4,False,Комплексное,B
Брокколи,2026-04-15,100,0.98,13.5,6.51,14.1,False,Органическое,A
Краснокочанная,2025-01-24,149,2.96,14.2,6.55,10.4,False,Комплексное,A
Краснокочанная,2025-01-09,108,1.8,12.1,7.34,12.9,True,Органическое,D
Белокочанная,2026-01-30,139,1.26,14.9,7.3,12.6,True,Минеральное,C
Пекинская,2026-02-28,47,1.94,12.2,5.97,12.0,False,Комплексное,A
Белокочанная,2024-11-02,108,1.9,21.7,6.78,16.1,True,Минеральное,C
Пекинская,2025-11-27,64,0.9,16.4,6.8,16.1,False,Комплексное,A
Белокочанная,2025-04-30,106,2.92,22.3,7.18,7.5,False,Комплексное,A
Кольраби,2024-07-10,90,0.27,9.7,6.79,14.0,True,Биоудобрение,B
Брокколи,2024-12-17,76,1.23,12.3,6.49,11.9,True,Без удобрений,B
Белокочанная,2025-06-24,134,3.4,16.5,6.35,13.9,False,Без удобрений,A
Савойская,2025-05-27,108,1.91,12.6,6.63,22.0,False,Органическое,B
Брюссельская,2024-08-27,108,0.87,4.9,6.04,14.8,False,Органическое,A
Кольраби,2024-03-26,65,0.68,8.3,7.29,15.7,False,Минеральное,B
Белокочанная,2025-11-24,137,1.74,18.1,6.93,12.4,True,Биоудобрение,C
Краснокочанная,2024-10-16,134,2.45,18.4,7.03,17.9,True,Комплексное,C
Кольраби,2026-04-06,86,1.06,7.7,5.77,10.0,False,Комплексное,A
Савойская,2024-12-19,118,2.16,16.4,6.73,17.8,False,Биоудобрение,A
Брокколи,2026-02-26,78,1.2,12.0,7.31,20.1,True,Комплексное,D
Кольраби,2025-04-02,74,0.37,7.7,6.31,9.9,True,Минеральное,B
Цветная,2025-06-18,79,1.6,19.0,6.52,13.4,False,Органическое,A
Брокколи,2024-04-22,88,0.65,13.0,5.68,8.6,False,Биоудобрение,A
Савойская,2024-12-05,109,1.1,16.5,7.56,10.1,False,Минеральное,C
Кольраби,2025-01-18,61,0.8,7.3,6.66,13.4,False,Без удобрений,B
Белокочанная,2025-02-03,104,2.19,14.5,7.25,9.7,False,Органическое,A
Кольраби,2025-06-30,64,0.45,7.5,6.01,14.5,False,Органическое,A
Кольраби,2026-02-15,66,0.93,7.6,7.56,9.8,False,Комплексное,C
Кольраби,2025-03-24,83,0.89,8.8,6.34,13.6,False,Минеральное,A
Цветная,2025-02-11,101,1.85,11.8,7.57,14.1,True,Органическое,D
Пекинская,2025-12-10,80,0.49,14.5,5.97,10.7,True,Комплексное,D
Брюссельская,2024-09-13,104,0.31,4.2,6.43,21.6,True,Органическое,C
Брокколи,2025-02-09,98,0.45,15.3,5.3,13.0,False,Без удобрений,C
Белокочанная,2025-01-04,138,2.09,18.5,6.11,16.2,True,Комплексное,C
Брокколи,2025-04-21,78,0.84,17.5,6.9,15.5,False,Органическое,A
Цветная,2025-08-04,82,1.35,13.3,7.35,15.1,False,Органическое,B
Краснокочанная,2024-03-10,137,2.2,22.3,6.94,12.7,False,Без удобрений,B
Краснокочанная,2025-11-18,107,2.2,13.4,5.49,12.2,False,Без удобрений,B
Пекинская,2024-04-21,76,1.33,11.4,6.92,8.8,False,Комплексное,A
Белокочанная,2025-05-28,125,2.7,16.9,5.64,15.5,False,Органическое,B
Пекинская,2024-09-08,64,1.38,13.8,7.24,13.1,False,Комплексное,A
Цветная,2026-03-24,81,0.71,11.6,5.78,21.4,False,Органическое,B
Брокколи,2024-05-21,80,1.2,19.3,6.82,16.5,False,Комплексное,A
Краснокочанная,2025-10-04,131,1.77,19.2,5.83,15.3,False,Минеральное,B
Пекинская,2025-10-23,71,1.12,15.6,5.61,11.5,False,Органическое,B
Брокколи,2025-05-04,71,0.94,9.6,7.48,17.9,False,Комплексное,B
Савойская,2024-08-02,116,1.31,19.7,6.62,13.7,False,Органическое,A
Брюссельская,2024-10-20,122,1.34,3.9,5.66,9.3,False,Комплексное,B
Цветная,2026-02-21,96,1.73,22.6,6.34,12.3,False,Комплексное,A
Брюссельская,2026-01-30,113,1.1,8.4,6.68,8.9,False,Органическое,B
Краснокочанная,2024-03-19,120,2.52,22.7,6.27,10.6,False,Органическое,A
Цветная,2025-10-13,106,2.38,13.7,7.11,10.3,False,Комплексное,B
Пекинская,2025-07-14,54,1.45,10.7,6.55,15.7,False,Минеральное,A
Брюссельская,2024-05-08,93,0.78,5.0,6.28,14.2,False,Органическое,B
Кольраби,2025-09-27,91,0.44,13.0,5.55,12.5,False,Комплексное,A
Краснокочанная,2024-12-28,150,2.11,20.8,6.96,12.8,False,Органическое,A
Пекинская,2024-07-26,54,1.02,12.1,5.91,18.7,False,Минеральное,B
Цветная,2024-06-19,109,0.84,21.9,7.45,10.4,False,Органическое,B
Кольраби,2025-03-13,81,0.51,7.5,5.54,14.9,True,Минеральное,D
Брюссельская,2025-01-26,102,0.64,7.0,6.56,5.5,True,Комплексное,C
Савойская,2026-03-01,100,1.91,19.3,5.76,13.3,False,Минеральное,B
Брокколи,2026-02-10,78,0.62,8.5,5.57,16.2,False,Без удобрений,C
Пекинская,2025-07-04,84,0.82,11.2,5.3,13.6,True,Комплексное,C
Брюссельская,2025-07-18,99,0.4,5.9,5.26,12.1,True,Органическое,D
Цветная,2025-08-04,118,1.64,13.9,7.36,14.4,False,Биоудобрение,A
Пекинская,2026-04-12,63,1.11,12.6,6.66,11.2,False,Без удобрений,A
Брокколи,2024-09-26,73,1.23,16.3,5.64,20.0,False,Комплексное,B
Пекинская,2025-10-29,61,0.8,10.3,7.16,12.1,False,Минеральное,A
Цветная,2024-09-28,118,1.1,17.0,6.4,11.8,False,Минеральное,A
Пекинская,2024-05-19,62,1.75,12.1,6.68,18.9,False,Комплексное,B
Савойская,2024-06-08,102,1.41,18.7,5.33,13.6,False,Комплексное,A
Краснокочанная,2025-01-04,109,2.62,18.1,5.54,4.1,False,Биоудобрение,B
Кольраби,2024-08-26,93,0.48,6.3,5.23,15.5,False,Минеральное,B
Савойская,2024-10-07,124,1.35,13.9,5.36,12.6,False,Комплексное,B
Брюссельская,2026-02-25,106,0.4,5.2,5.88,5.9,True,Органическое,D
Брокколи,2025-09-24,85,0.49,11.7,7.49,10.1,False,Без удобрений,B
Цветная,2026-01-04,97,1.05,15.8,7.36,12.3,False,Комплексное,B
Брюссельская,2024-07-30,117,0.45,5.4,7.15,13.0,False,Минеральное,B
Кольраби,2025-06-05,68,0.7,9.1,7.01,14.5,True,Минеральное,C
Савойская,2026-06-14,127,1.94,17.8,7.1,14.8,False,Биоудобрение,B
Савойская,2026-03-28,123,1.71,15.6,5.74,12.1,True,Комплексное,C
Цветная,2026-04-07,114,2.15,14.6,6.18,13.0,False,Минеральное,A
Краснокочанная,2025-07-21,115,2.04,12.5,5.55,21.8,False,Минеральное,B
Белокочанная,2024-12-28,103,1.95,16.7,5.49,15.7,True,Органическое,C
Брюссельская,2025-02-15,129,1.05,7.3,6.13,14.1,False,Минеральное,A
Цветная,2024-04-01,97,1.67,18.4,5.81,5.9,False,Комплексное,B
Кольраби,2024-03-28,64,0.27,10.5,6.11,19.6,True,Органическое,D
Кольраби,2025-03-24,87,0.36,8.3,7.0,13.6,True,Органическое,B
Белокочанная,2025-08-01,124,3.28,15.4,6.27,8.5,False,Минеральное,A
Кольраби,2024-08-26,63,0.79,13.1,7.37,12.4,False,Органическое,A
Пекинская,2024-03-06,68,0.72,11.9,6.13,12.8,True,Минеральное,C
Пекинская,2026-03-01,50,0.97,10.6,6.27,10.3,True,Органическое,D
Цветная,2025-12-11,74,1.03,15.1,6.5,12.1,False,Комплексное,A
Брокколи,2025-08-02,102,0.51,9.6,7.41,19.8,True,Органическое,D
Брюссельская,2025-07-03,107,0.57,5.2,5.36,13.6,False,Минеральное,B
Цветная,2024-05-01,89,2.31,13.6,6.42,17.9,False,Минеральное,A
Пекинская,2024-09-10,83,1.45,9.7,6.79,10.2,True,Минеральное,C
Савойская,2026-04-18,124,1.86,14.3,5.36,2.0,False,Органическое,C
Белокочанная,2026-04-10,117,2.21,20.6,6.24,17.8,True,Комплексное,C
Савойская,2025-07-04,105,1.5,18.3,6.68,15.1,False,Комплексное,B
Белокочанная,2025-05-02,120,1.61,15.9,5.36,20.3,True,Комплексное,D
Цветная,2025-01-05,102,1.26,20.1,7.21,5.9,False,Минеральное,C
Савойская,2025-06-24,99,1.37,15.8,6.01,9.1,False,Комплексное,B
Пекинская,2025-01-15,59,1.55,12.9,7.42,11.7,False,Биоудобрение,A
Брокколи,2026-01-15,82,0.65,15.4,6.78,14.0,True,Комплексное,C
Пекинская,2026-05-27,60,0.9,15.4,6.31,11.0,False,Органическое,A
Кольраби,2025-03-19,65,0.45,7.0,5.79,9.8,False,Минеральное,B
Брокколи,2024-03-04,98,1.11,11.4,5.36,14.2,False,Биоудобрение,B
Белокочанная,2025-05-12,98,2.07,18.3,6.71,11.1,False,Органическое,A
Краснокочанная,2024-12-10,133,1.28,19.2,5.46,11.0,True,Комплексное,C
Цветная,2025-11-30,118,1.34,17.4,6.93,12.4,False,Комплексное,A
Цветная,2026-04-20,81,0.97,18.9,5.73,15.6,False,Комплексное,B
Кольраби,2024-07-06,68,0.92,8.5,5.43,14.6,False,Органическое,B
Брокколи,2025-10-15,87,1.4,13.8,7.27,15.5,False,Комплексное,B
Брокколи,2024-03-24,93,0.99,10.3,6.5,11.9,False,Комплексное,A
Кольраби,2025-11-12,66,0.95,8.2,5.69,14.0,False,Комплексное,A
Пекинская,2026-03-03,60,1.27,8.9,5.9,13.6,False,Без удобрений,A
Цветная,2025-03-04,86,1.11,12.4,6.11,6.6,False,Без удобрений,B
Савойская,2024-08-20,98,2.69,15.6,5.73,8.9,False,Органическое,B
Савойская,2024-06-03,104,1.45,23.0,6.68,10.1,False,Органическое,A
Пекинская,2025-04-24,60,0.64,10.4,5.95,10.1,True,Без удобрений,D
Белокочанная,2026-06-06,142,1.81,16.1,7.51,11.7,False,Органическое,B
Савойская,2024-08-04,112,1.96,13.2,6.48,15.7,False,Органическое,A
Савойская,2024-08-19,134,2.35,18.3,5.32,14.2,False,Комплексное,B
Пекинская,2024-08-13,74,1.2,12.9,6.74,13.0,False,Без удобрений,B
Брокколи,2025-08-20,85,1.41,15.0,6.32,10.1,False,Минеральное,B
Кольраби,2024-07-08,81,0.55,8.7,7.13,14.4,False,Органическое,A
Белокочанная,2024-10-07,137,1.92,24.4,6.25,11.5,False,Комплексное,A
Пекинская,2025-05-24,53,1.09,10.1,5.81,7.9,False,Органическое,B
Краснокочанная,2024-12-28,104,2.4,17.2,6.1,7.8,False,Комплексное,A
Кольраби,2024-05-09,68,0.67,9.3,6.05,16.1,True,Биоудобрение,B
Цветная,2024-03-25,93,0.79,17.0,6.28,10.2,False,Органическое,A
Кольраби,2025-05-18,59,1.09,7.3,7.03,19.8,False,Минеральное,B
Кольраби,2026-03-20,79,0.43,7.3,6.93,12.8,False,Без удобрений,A
Савойская,2024-09-16,131,1.34,21.5,6.2,15.5,False,Минеральное,A
Белокочанная,2024-11-27,133,2.85,16.5,6.95,13.6,False,Органическое,A
Цветная,2025-06-24,93,1.7,15.6,7.49,12.7,False,Комплексное,A
